\2025-01-28 10:18:38,833 __main__ INFO Loading UtacGame...
2025-01-28 10:36:08,253 tacult.pit INFO NNMCTS_sims16                     1500.0       0     0      0      0     0.0%     0.0%     0.0%
2025-01-28 10:36:08,253 tacult.pit INFO NNMCTS_sims32                     1500.0       0     0      0      0     0.0%     0.0%     0.0%
2025-01-28 10:36:08,253 tacult.pit INFO NNMCTS_sims512                    1500.0       0     0      0      0     0.0%     0.0%     0.0%
2025-01-28 10:36:08,253 tacult.pit INFO Random                            1194.5       8     1      7      0    12.5%    87.5%     0.0%
2025-01-28 10:36:08,254 tacult.pit INFO RawMCTS_sims256_rollouts8         1190.1      16     1     14      1     6.2%    87.5%     6.2%
2025-01-28 10:36:08,254 tacult.pit INFO NNMCTS_sims2                      1143.6       8     0      7      1     0.0%    87.5%    12.5%
2025-01-28 10:36:08,254 tacult.pit INFO ----------------------------------------------------------------------------------------------------

2025-01-28 10:36:08,254 tacult.pit INFO Playing match: NNMCTS_sims4 vs NNMCTS_sims512
2025-01-28 10:46:18,825 tacult.pit INFO 
Statistics After Match: NNMCTS_sims4 vs NNMCTS_sims512
2025-01-28 10:46:18,825 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 10:46:18,825 tacult.pit INFO Agent                          Rating     Games    Wins   Losses Draws  Win Rate Loss Rate Draw Rate
2025-01-28 10:46:18,825 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 10:46:18,825 tacult.pit INFO NNMCTS_sims512                    1856.4       8     7      0      1    87.5%     0.0%    12.5%
2025-01-28 10:46:18,825 tacult.pit INFO NNMCTS_sims256                    1805.5       8     7      1      0    87.5%    12.5%     0.0%
2025-01-28 10:46:18,826 tacult.pit INFO RawMCTS_sims64_rollouts8          1805.5       8     7      1      0    87.5%    12.5%     0.0%
2025-01-28 10:46:18,826 tacult.pit INFO NNMCTS_sims128                    1796.6      16    11      1      4    68.8%     6.2%    25.0%
2025-01-28 10:46:18,826 tacult.pit INFO NNMCTS_sims64                     1716.5      16     8      4      4    50.0%    25.0%    25.0%
2025-01-28 10:46:18,826 tacult.pit INFO NNMCTS_sims8                      1500.0       0     0      0      0     0.0%     0.0%     0.0%
2025-01-28 10:46:18,826 tacult.pit INFO NNMCTS_sims16                     1500.0       0     0      0      0     0.0%     0.0%     0.0%
2025-01-28 10:46:18,826 tacult.pit INFO NNMCTS_sims32                     1500.0       0     0      0      0     0.0%     0.0%     0.0%
2025-01-28 10:46:18,826 tacult.pit INFO Random                            1194.5       8     1      7      0    12.5%    87.5%     0.0%
2025-01-28 10:46:18,826 tacult.pit INFO RawMCTS_sims256_rollouts8         1190.1      16     1     14      1     6.2%    87.5%     6.2%
2025-01-28 10:46:18,826 tacult.pit INFO NNMCTS_sims2                      1143.6       8     0      7      1     0.0%    87.5%    12.5%
2025-01-28 10:46:18,826 tacult.pit INFO NNMCTS_sims4                      1143.6       8     0      7      1     0.0%    87.5%    12.5%
2025-01-28 10:46:18,827 tacult.pit INFO ----------------------------------------------------------------------------------------------------

2025-01-28 10:46:18,827 tacult.pit INFO Playing match: NNMCTS_sims8 vs RawMCTS_sims64_rollouts8
2025-01-28 10:46:57,753 tacult.pit INFO 
Statistics After Match: NNMCTS_sims8 vs RawMCTS_sims64_rollouts8
2025-01-28 10:46:57,753 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 10:46:57,753 tacult.pit INFO Agent                          Rating     Games    Wins   Losses Draws  Win Rate Loss Rate Draw Rate
2025-01-28 10:46:57,753 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 10:46:57,753 tacult.pit INFO NNMCTS_sims8                      2320.0       8     7      0      1    87.5%     0.0%    12.5%
2025-01-28 10:46:57,753 tacult.pit INFO NNMCTS_sims512                    1856.4       8     7      0      1    87.5%     0.0%    12.5%
2025-01-28 10:46:57,753 tacult.pit INFO NNMCTS_sims256                    1805.5       8     7      1      0    87.5%    12.5%     0.0%
2025-01-28 10:46:57,753 tacult.pit INFO NNMCTS_sims128                    1796.6      16    11      1      4    68.8%     6.2%    25.0%
2025-01-28 10:46:57,753 tacult.pit INFO NNMCTS_sims64                     1716.5      16     8      4      4    50.0%    25.0%    25.0%
2025-01-28 10:46:57,753 tacult.pit INFO NNMCTS_sims16                     1500.0       0     0      0      0     0.0%     0.0%     0.0%
2025-01-28 10:46:57,753 tacult.pit INFO NNMCTS_sims32                     1500.0       0     0      0      0     0.0%     0.0%     0.0%
2025-01-28 10:46:57,753 tacult.pit INFO RawMCTS_sims64_rollouts8          1439.2      16     7      8      1    43.8%    50.0%     6.2%
2025-01-28 10:46:57,753 tacult.pit INFO Random                            1194.5       8     1      7      0    12.5%    87.5%     0.0%
2025-01-28 10:46:57,753 tacult.pit INFO RawMCTS_sims256_rollouts8         1190.1      16     1     14      1     6.2%    87.5%     6.2%
2025-01-28 10:46:57,753 tacult.pit INFO NNMCTS_sims2                      1143.6       8     0      7      1     0.0%    87.5%    12.5%
2025-01-28 10:46:57,754 tacult.pit INFO NNMCTS_sims4                      1143.6       8     0      7      1     0.0%    87.5%    12.5%
2025-01-28 10:46:57,754 tacult.pit INFO ----------------------------------------------------------------------------------------------------

2025-01-28 10:46:57,754 tacult.pit INFO Playing match: NNMCTS_sims8 vs NNMCTS_sims512
2025-01-28 10:57:02,123 tacult.pit INFO 
Statistics After Match: NNMCTS_sims8 vs NNMCTS_sims512
2025-01-28 10:57:02,124 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 10:57:02,124 tacult.pit INFO Agent                          Rating     Games    Wins   Losses Draws  Win Rate Loss Rate Draw Rate
2025-01-28 10:57:02,124 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 10:57:02,124 tacult.pit INFO NNMCTS_sims512                    2502.7      16    14      0      2    87.5%     0.0%    12.5%
2025-01-28 10:57:02,124 tacult.pit INFO NNMCTS_sims256                    1805.5       8     7      1      0    87.5%    12.5%     0.0%
2025-01-28 10:57:02,124 tacult.pit INFO NNMCTS_sims128                    1796.6      16    11      1      4    68.8%     6.2%    25.0%
2025-01-28 10:57:02,125 tacult.pit INFO NNMCTS_sims64                     1716.5      16     8      4      4    50.0%    25.0%    25.0%
2025-01-28 10:57:02,125 tacult.pit INFO NNMCTS_sims8                      1678.1      16     7      7      2    43.8%    43.8%    12.5%
2025-01-28 10:57:02,125 tacult.pit INFO NNMCTS_sims16                     1500.0       0     0      0      0     0.0%     0.0%     0.0%
2025-01-28 10:57:02,125 tacult.pit INFO NNMCTS_sims32                     1500.0       0     0      0      0     0.0%     0.0%     0.0%
2025-01-28 10:57:02,125 tacult.pit INFO RawMCTS_sims64_rollouts8          1439.2      16     7      8      1    43.8%    50.0%     6.2%
2025-01-28 10:57:02,125 tacult.pit INFO Random                            1194.5       8     1      7      0    12.5%    87.5%     0.0%
2025-01-28 10:57:02,125 tacult.pit INFO RawMCTS_sims256_rollouts8         1190.1      16     1     14      1     6.2%    87.5%     6.2%
2025-01-28 10:57:02,125 tacult.pit INFO NNMCTS_sims2                      1143.6       8     0      7      1     0.0%    87.5%    12.5%
2025-01-28 10:57:02,126 tacult.pit INFO NNMCTS_sims4                      1143.6       8     0      7      1     0.0%    87.5%    12.5%
2025-01-28 10:57:02,126 tacult.pit INFO ----------------------------------------------------------------------------------------------------

2025-01-28 10:57:02,126 tacult.pit INFO Playing match: NNMCTS_sims16 vs RawMCTS_sims256_rollouts8
2025-01-28 10:59:02,564 tacult.pit INFO 
Statistics After Match: NNMCTS_sims16 vs RawMCTS_sims256_rollouts8
2025-01-28 10:59:02,565 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 10:59:02,565 tacult.pit INFO Agent                          Rating     Games    Wins   Losses Draws  Win Rate Loss Rate Draw Rate
2025-01-28 10:59:02,565 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 10:59:02,565 tacult.pit INFO NNMCTS_sims512                    2502.7      16    14      0      2    87.5%     0.0%    12.5%
2025-01-28 10:59:02,565 tacult.pit INFO NNMCTS_sims256                    1805.5       8     7      1      0    87.5%    12.5%     0.0%
2025-01-28 10:59:02,565 tacult.pit INFO NNMCTS_sims128                    1796.6      16    11      1      4    68.8%     6.2%    25.0%
2025-01-28 10:59:02,565 tacult.pit INFO NNMCTS_sims64                     1716.5      16     8      4      4    50.0%    25.0%    25.0%
2025-01-28 10:59:02,565 tacult.pit INFO NNMCTS_sims8                      1678.1      16     7      7      2    43.8%    43.8%    12.5%
2025-01-28 10:59:02,565 tacult.pit INFO NNMCTS_sims16                     1611.0       8     7      0      1    87.5%     0.0%    12.5%
2025-01-28 10:59:02,565 tacult.pit INFO NNMCTS_sims32                     1500.0       0     0      0      0     0.0%     0.0%     0.0%
2025-01-28 10:59:02,565 tacult.pit INFO RawMCTS_sims64_rollouts8          1439.2      16     7      8      1    43.8%    50.0%     6.2%
2025-01-28 10:59:02,566 tacult.pit INFO Random                            1194.5       8     1      7      0    12.5%    87.5%     0.0%
2025-01-28 10:59:02,566 tacult.pit INFO NNMCTS_sims2                      1143.6       8     0      7      1     0.0%    87.5%    12.5%
2025-01-28 10:59:02,566 tacult.pit INFO NNMCTS_sims4                      1143.6       8     0      7      1     0.0%    87.5%    12.5%
2025-01-28 10:59:02,566 tacult.pit INFO RawMCTS_sims256_rollouts8         1116.8      24     1     21      2     4.2%    87.5%     8.3%
2025-01-28 10:59:02,566 tacult.pit INFO ----------------------------------------------------------------------------------------------------

2025-01-28 10:59:02,566 tacult.pit INFO Playing match: NNMCTS_sims2 vs RawMCTS_sims64_rollouts8
2025-01-28 10:59:28,653 tacult.pit INFO 
Statistics After Match: NNMCTS_sims2 vs RawMCTS_sims64_rollouts8
2025-01-28 10:59:28,654 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 10:59:28,654 tacult.pit INFO Agent                          Rating     Games    Wins   Losses Draws  Win Rate Loss Rate Draw Rate
2025-01-28 10:59:28,654 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 10:59:28,654 tacult.pit INFO NNMCTS_sims512                    2502.7      16    14      0      2    87.5%     0.0%    12.5%
2025-01-28 10:59:28,654 tacult.pit INFO NNMCTS_sims256                    1805.5       8     7      1      0    87.5%    12.5%     0.0%
2025-01-28 10:59:28,654 tacult.pit INFO NNMCTS_sims128                    1796.6      16    11      1      4    68.8%     6.2%    25.0%
2025-01-28 10:59:28,655 tacult.pit INFO NNMCTS_sims64                     1716.5      16     8      4      4    50.0%    25.0%    25.0%
2025-01-28 10:59:28,655 tacult.pit INFO NNMCTS_sims8                      1678.1      16     7      7      2    43.8%    43.8%    12.5%
2025-01-28 10:59:28,655 tacult.pit INFO NNMCTS_sims16                     1611.0       8     7      0      1    87.5%     0.0%    12.5%
2025-01-28 10:59:28,655 tacult.pit INFO NNMCTS_sims2                      1533.8      16     5      7      4    31.2%    43.8%    25.0%
2025-01-28 10:59:28,655 tacult.pit INFO NNMCTS_sims32                     1500.0       0     0      0      0     0.0%     0.0%     0.0%
2025-01-28 10:59:28,655 tacult.pit INFO Random                            1194.5       8     1      7      0    12.5%    87.5%     0.0%
2025-01-28 10:59:28,655 tacult.pit INFO RawMCTS_sims64_rollouts8          1150.8      24     7     13      4    29.2%    54.2%    16.7%
2025-01-28 10:59:28,655 tacult.pit INFO NNMCTS_sims4                      1143.6       8     0      7      1     0.0%    87.5%    12.5%
2025-01-28 10:59:28,656 tacult.pit INFO RawMCTS_sims256_rollouts8         1116.8      24     1     21      2     4.2%    87.5%     8.3%
2025-01-28 10:59:28,656 tacult.pit INFO ----------------------------------------------------------------------------------------------------

2025-01-28 10:59:28,656 tacult.pit INFO Playing match: NNMCTS_sims32 vs NNMCTS_sims64
2025-01-28 11:01:32,676 tacult.pit INFO 
Statistics After Match: NNMCTS_sims32 vs NNMCTS_sims64
2025-01-28 11:01:32,676 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 11:01:32,676 tacult.pit INFO Agent                          Rating     Games    Wins   Losses Draws  Win Rate Loss Rate Draw Rate
2025-01-28 11:01:32,676 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 11:01:32,676 tacult.pit INFO NNMCTS_sims512                    2502.7      16    14      0      2    87.5%     0.0%    12.5%
2025-01-28 11:01:32,676 tacult.pit INFO NNMCTS_sims256                    1805.5       8     7      1      0    87.5%    12.5%     0.0%
2025-01-28 11:01:32,676 tacult.pit INFO NNMCTS_sims128                    1796.6      16    11      1      4    68.8%     6.2%    25.0%
2025-01-28 11:01:32,676 tacult.pit INFO NNMCTS_sims64                     1739.5      24    12      4      8    50.0%    16.7%    33.3%
2025-01-28 11:01:32,676 tacult.pit INFO NNMCTS_sims8                      1678.1      16     7      7      2    43.8%    43.8%    12.5%
2025-01-28 11:01:32,677 tacult.pit INFO NNMCTS_sims16                     1611.0       8     7      0      1    87.5%     0.0%    12.5%
2025-01-28 11:01:32,677 tacult.pit INFO NNMCTS_sims2                      1533.8      16     5      7      4    31.2%    43.8%    25.0%
2025-01-28 11:01:32,677 tacult.pit INFO NNMCTS_sims32                     1504.8       8     0      4      4     0.0%    50.0%    50.0%
2025-01-28 11:01:32,677 tacult.pit INFO Random                            1194.5       8     1      7      0    12.5%    87.5%     0.0%
2025-01-28 11:01:32,677 tacult.pit INFO RawMCTS_sims64_rollouts8          1150.8      24     7     13      4    29.2%    54.2%    16.7%
2025-01-28 11:01:32,677 tacult.pit INFO NNMCTS_sims4                      1143.6       8     0      7      1     0.0%    87.5%    12.5%
2025-01-28 11:01:32,677 tacult.pit INFO RawMCTS_sims256_rollouts8         1116.8      24     1     21      2     4.2%    87.5%     8.3%
2025-01-28 11:01:32,677 tacult.pit INFO ----------------------------------------------------------------------------------------------------

2025-01-28 11:01:32,678 tacult.pit INFO Playing match: NNMCTS_sims128 vs RawMCTS_sims256_rollouts8
2025-01-28 11:05:56,955 tacult.pit INFO 
Statistics After Match: NNMCTS_sims128 vs RawMCTS_sims256_rollouts8
2025-01-28 11:05:56,955 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 11:05:56,955 tacult.pit INFO Agent                          Rating     Games    Wins   Losses Draws  Win Rate Loss Rate Draw Rate
2025-01-28 11:05:56,955 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 11:05:56,955 tacult.pit INFO NNMCTS_sims512                    2502.7      16    14      0      2    87.5%     0.0%    12.5%
2025-01-28 11:05:56,955 tacult.pit INFO NNMCTS_sims256                    1805.5       8     7      1      0    87.5%    12.5%     0.0%
2025-01-28 11:05:56,955 tacult.pit INFO NNMCTS_sims128                    1770.5      24    18      1      5    75.0%     4.2%    20.8%
2025-01-28 11:05:56,955 tacult.pit INFO NNMCTS_sims64                     1739.5      24    12      4      8    50.0%    16.7%    33.3%
2025-01-28 11:05:56,955 tacult.pit INFO NNMCTS_sims8                      1678.1      16     7      7      2    43.8%    43.8%    12.5%
2025-01-28 11:05:56,955 tacult.pit INFO NNMCTS_sims16                     1611.0       8     7      0      1    87.5%     0.0%    12.5%
2025-01-28 11:05:56,955 tacult.pit INFO NNMCTS_sims2                      1533.8      16     5      7      4    31.2%    43.8%    25.0%
2025-01-28 11:05:56,956 tacult.pit INFO NNMCTS_sims32                     1504.8       8     0      4      4     0.0%    50.0%    50.0%
2025-01-28 11:05:56,956 tacult.pit INFO Random                            1194.5       8     1      7      0    12.5%    87.5%     0.0%
2025-01-28 11:05:56,956 tacult.pit INFO RawMCTS_sims64_rollouts8          1150.8      24     7     13      4    29.2%    54.2%    16.7%
2025-01-28 11:05:56,956 tacult.pit INFO NNMCTS_sims4                      1143.6       8     0      7      1     0.0%    87.5%    12.5%
2025-01-28 11:05:56,956 tacult.pit INFO RawMCTS_sims256_rollouts8         1136.7      32     1     28      3     3.1%    87.5%     9.4%
2025-01-28 11:05:56,956 tacult.pit INFO ----------------------------------------------------------------------------------------------------

2025-01-28 11:05:56,956 tacult.pit INFO Playing match: NNMCTS_sims128 vs NNMCTS_sims256
2025-01-28 11:14:26,313 tacult.pit INFO 
Statistics After Match: NNMCTS_sims128 vs NNMCTS_sims256
2025-01-28 11:14:26,314 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 11:14:26,314 tacult.pit INFO Agent                          Rating     Games    Wins   Losses Draws  Win Rate Loss Rate Draw Rate
2025-01-28 11:14:26,314 tacult.pit INFO ----------------------------------------------------------------------------------------------------
2025-01-28 11:14:26,314 tacult.pit INFO NNMCTS_sims512                    2502.7      16    14      0      2    87.5%     0.0%    12.5%
2025-01-28 11:14:26,314 tacult.pit INFO NNMCTS_sims256                    1869.4      16    10      1      5    62.5%     6.2%    31.2%
2025-01-28 11:14:26,314 tacult.pit INFO NNMCTS_sims64                     1739.5      24    12      4      8    50.0%    16.7%    33.3%
2025-01-28 11:14:26,314 tacult.pit INFO NNMCTS_sims128                    1719.1      32    18      4     10    56.2%    12.5%    31.2%
2025-01-28 11:14:26,315 tacult.pit INFO NNMCTS_sims8                      1678.1      16     7      7      2    43.8%    43.8%    12.5%
2025-01-28 11:14:26,315 tacult.pit INFO NNMCTS_sims16                     1611.0       8     7      0      1    87.5%     0.0%    12.5%
2025-01-28 11:14:26,315 tacult.pit INFO NNMCTS_sims2                      1533.8      16     5      7      4    31.2%    43.8%    25.0%
2025-01-28 11:14:26,315 tacult.pit INFO NNMCTS_sims32                     1504.8       8     0      4      4     0.0%    50.0%    50.0%
